yugipedia_page_id,konami_id,password,name,text,pendulum,comments
,9325,,사운드 워리어 드럼스,"속성을 1개 선언하고, 필드 위에 앞면 표시로 존재하는 ""사운드 워리어""라는 이름이 붙은 몬스터 1장을 선택하고 발동한다. 선택한 몬스터는 선언한 속성이 된다. 이 효과는 1턴에 1번밖에 사용할 수 없다. 또한, 속성을 1개 선언하고, 자신의 묘지에 존재하는 이 카드를 게임에서 제외하는 것으로, 자신 필드 위에 앞면 표시로 존재하는 ""사운드 워리어""라는 이름이 붙은 몬스터 1장은 선언한 속성이 된다.",,omitted erratum: https://www.yugioh.co.kr/board/board_info.php?b_category=important&b_no=170
,9326,,사운드 워리어 피아노,"종족을 1개 선언하고, 필드 위에 앞면 표시로 존재하는 ""사운드 워리어""라는 이름이 붙은 몬스터 1장을 선택하고 발동한다. 선택한 몬스터는 선언한 종족이 된다. 이 효과는 1턴에 1번밖에 사용할 수 없다. 또한, 종족을 1개 선언하고, 자신의 묘지에 존재하는 이 카드를 게임에서 제외하는 것으로, 자신 필드 위에 앞면 표시로 존재하는 ""사운드 워리어""라는 이름이 붙은 몬스터 1장은 선언한 종족이 된다.",,omitted erratum: https://www.yugioh.co.kr/board/board_info.php?b_category=important&b_no=170
,11608,,사운드 워리어 기타스,"①: 이 카드가 일반 소환에 성공했을 때, 자신 묘지의 ""사운드 워리어"" 몬스터 1장을 대상으로 하고 발동할 수 있다. 그 몬스터를 특수 소환한다.","""사운드 워리어 기타스""의 펜듈럼 효과는 1턴에 1번밖에 사용할 수 없다. ①: 패를 1장 버리고 발동할 수 있다. 덱에서 ""사운드 워리어 기타스"" 이외의 ""사운드 워리어"" 몬스터 1장을 특수 소환한다.",omitted erratum: https://www.yugioh.co.kr/board/board_info.php?b_category=important&b_no=170
,11609,,사운드 워리어 사이저스,"①: 이 카드가 리버스했을 경우에 발동할 수 있다. 덱에서 ""사운드 워리어 사이저스"" 이외의 ""사운드 워리어"" 몬스터 1장을 패에 넣는다. ②: 1턴에 1번, ""사운드 워리어 사이저스"" 이외의 자신 필드 / 묘지의 ""사운드 워리어"" 몬스터 1장을 대상으로 하고 발동할 수 있다. 이 카드는 엔드 페이즈까지, 그 몬스터와 같은 이름의 카드로 취급하고, 같은 효과를 얻는다. ③: 묘지의 이 카드를 제외하고, ""사운드 워리어 사이저스"" 이외의 제외되어 있는 자신의 ""사운드 워리어"" 몬스터 1장을 대상으로 하여 발동할 수 있다. 그 몬스터를 특수 소환한다.",,omitted erratum: https://www.yugioh.co.kr/board/board_info.php?b_category=important&b_no=170
,11610,,앰플리파이어,"①: 이 카드가 필드 존에 존재하는 한, ""사운드 워리어"" 카드의 효과가 발동할 때마다 이 카드에 음향 카운터를 1개 놓는다. ②: 필드의 ""사운드 워리어"" 몬스터의 공격력은, 이 카드의 음향 카운터의 수 × 100 올린다. ③: 1턴에 1번, 자신 필드의 음향 카운터를 5개 또는 7개 제거하고 이하의 효과를 발동할 수 있다.
●5개: 필드의 ""사운드 워리어"" 카드의 수 × 300 데미지를 상대에게 준다.
●7개: 필드의 ""사운드 워리어"" 카드의 수까지, 상대의 필드 / 묘지의 카드를 고르고 제외한다.",,omitted erratum: https://www.yugioh.co.kr/board/board_info.php?b_category=important&b_no=170
,12029,,사운드 워리어 마이크스,"①: 이 카드는 자신 필드의 음향 카운터를 3개 제거하고, 패에서 특수 소환할 수 있다. ②: 이 카드가 일반 소환 / 특수 소환에 성공한 턴에, 자신은 통상 소환 외에도 1번만, 자신 메인 페이즈에 몬스터 1장을 일반 소환할 수 있다.","①: 다른 한쪽 자신의 펜듈럼 존에 ""사운드 워리어"" 카드가 존재하지 않을 경우, 이 카드의 펜듈럼 스케일은 4 가 된다. ②: 자신 엔드 페이즈에, 제외되어 있는 자신의 ""사운드 워리어"" 몬스터 1장을 대상으로 하고 발동할 수 있다. 그 몬스터를 패에 넣는다.",omitted erratum: https://www.yugioh.co.kr/board/board_info.php?b_category=important&b_no=170
,4239,,악몽의 암흑 마신,,,difference with printed version: http://www.card09.com/upload/goods/c1207795345_333.gif
,4745,,마법의 어릿광대,"""마법의 어릿광대""의 ②의 효과는 1턴에 1번밖에 사용할 수 없다. ①: 이 카드가 몬스터 존에 존재하는 한, 자신은 통상 소환 외에도 1번만, 자신 메인 페이즈에 마법사족 몬스터 1장을 앞면 공격 표시로 어드밴스 소환할 수 있다. ②: 이 카드가 필드에서 묘지로 보내졌을 경우에 발동할 수 있다. 자신의 덱 / 묘지에서 마법사족의 일반 몬스터 1장을 고르고 패에 넣는다.",,difference with printed version: http://www.tcgshop.co.kr/upload/goods/c46977_DP16-KR003.jpg
,5481,,최후라면 함께,"""최후라면 함께""는 1턴에 1장밖에 발동할 수 없다. ①: 서로의 패가 3장 이상의 경우에 발동할 수 있다. 서로 패를 전부 좋아하는 순서대로 덱의 아래로 되돌리고, 자신은 이 효과로 서로 덱으로 되돌린 카드의 수 × 300 LP를 상실한다. 그 후, 서로 덱에서 5장 드로우한다.",,difference with printed version: http://www.tcgshop.co.kr/upload/goods/c46982_DP16-KR005.jpg
,6075,,네크로페이스,"이 카드가 일반 소환에 성공했을 때, 게임에서 제외되어 있는 카드를 전부 덱으로 돌리고 셔플한다. 이 카드의 공격력은 이 효과로 덱으로 되돌린 카드의 매수 × 100 포인트 올린다. 이 카드가 게임에서 제외되었을 때, 양쪽 플레이어는 덱 위에서 카드를 5장 게임에서 제외한다.",,difference with printed version: http://www.tcgshop.co.kr/upload/goods/c08613_PP04-KR024.jpg
,6555,,다크 레드 인챈터,"이 카드가 일반 소환에 성공했을 때, 이 카드에 마력 카운터를 2개 놓는다. 이 카드가 필드 위에 앞면 표시로 존재하는 한, 자신 또는 상대가 마법 카드를 발동할 때마다, 이 카드에 마력 카운터를 1개 놓는다. 이 카드에 얹혀 있는 마력 카운터 1개당, 이 카드의 공격력은 300 포인트 올린다. 1턴에 1번, 이 카드에 얹혀 있는 마력 카운터를 2개 제거하는 것으로, 상대의 패를 무작위로 1장 버린다.",,difference with printed version: http://www.tcgshop.co.kr/upload/goods/c35702_SD16-KR008.jpg
,6645,,황금의 호문쿨루스,"이 카드의 공격력과 수비력은,게임에서 제외되어 있는 자신의 카드 수 × 300 포인트 올린다.",,difference with printed version: http://www.tcgshop.co.kr/upload/goods/c08850_PP04-KR020.jpg
,6646,,원시태양 헬리오스,"이 카드의 공격력과 수비력은,게임에서 제외되어 있는 몬스터의 수 × 100 포인트가 된다.",,difference with printed version: http://www.tcgshop.co.kr/upload/goods/c08753_PP04-KR021.jpg
,6647,,헬리오스 듀오 메기스트스,"이 카드는 자신 필드 위의 ""원시태양 헬리오스"" 1장을 릴리스하는 것으로 특수 소환할 수 있다. 이 카드의 공격력과 수비력은, 게임에서 제외되어 있는 몬스터 카드의 수 × 200 포인트가 된다. 이 카드가 전투에 의해서 파괴되어 묘지에 보내졌을 경우, 엔드 페이즈시에 공격력 / 수비력을 300 포인트 올리고 특수 소환된다.",,difference with printed version: http://www.tcgshop.co.kr/upload/goods/c08688_PP04-KR022.jpg
,7018,,메탈 슈터,"이 카드가 일반 소환에 성공했을 때, 이 카드에 카운터를 2개 놓는다. 이 효과에 의해서 카드에 얹은 카운터 1개당, 이 카드의 공격력은 800 포인트 올린다. 이 카드가 다른 카드의 효과에 의해서 파괴될 경우, 대신에 이 카드의 카운터를 1개 제거한다.",,difference with printed version: http://www.tcgshop.co.kr/upload/goods/c08310_PP04-KR028.jpg
,7019,,데스 모스키토,"이 카드가 일반 소환 / 특수 소환에 성공했을 때, 이 카드에 카운터를 2개 놓는다. 이 효과에 의해서 카드에 얹은 카운터 1개당, 이 카드의 공격력은 500 포인트 올린다. 이 카드가 전투에 의해서 파괴될 경우, 대신에 이 카드의 카운터를 1개 제거한다.",,difference with printed version: http://www.tcgshop.co.kr/upload/goods/c07522_PP04-KR030.jpg
,7269,,다이아몬드더스트 싸이클론,,,difference with printed version: http://www.tcgshop.co.kr/upload/goods/c77749_GLAS-KR048.jpg
,7332,,듀얼 서머너,"상대의 엔드 페이즈시에 1번만 500 라이프 포인트를 지불하고 발동할 수 있다. 패 또는 자신 필드 위에 앞면 표시로 존재하는 듀얼 몬스터 1장을 일반 소환 / 세트한다. 또한, 이 카드는 1턴에 1번만, 전투로는 파괴되지 않는다.",,difference with printed version: http://www.tcgshop.co.kr/upload/goods/c35005_TP05-KR003.jpg
,7334,,사우전드 아이즈 피시,"이 카드는 일반 소환 / 세트할 수 없다. 자신 필드 위에 존재하는 ""오션즈 오퍼"" 1장을 릴리스한 경우에만 특수 소환할 수 있다. 이 카드가 자신 필드 위에 앞면 표시로 존재하는 한, 상대는 패를 계속해서 공개해야 한다.",,difference with printed version: http://www.tcgshop.co.kr/upload/goods/c68048_EXP1-KR005.jpg
,7335,,마더 브레인,"이 카드는 자신 필드 위에 존재하는 ""오션즈 오퍼"" 1장을 릴리스하고, 패에서 특수 소환할 수 있다. 패에서 물 속성 몬스터 1장을 묘지에 버리는 것으로, 필드 위에 세트된 카드 1장을 파괴한다.",,difference with printed version: http://www.tcgshop.co.kr/upload/goods/c68076_EXP1-KR006.jpg
,7336,,심해왕 데블 샤크,"이 카드는 1턴에 1번만, 대상을 지정하지 않는 카드의 효과로는 파괴되지 않는다.",,difference with printed version: http://www.tcgshop.co.kr/upload/goods/c68106_EXP1-KR007.jpg
,7337,,모므,"자신 필드 위에 앞면 표시로 존재하는 땅 속성 몬스터 1장을 릴리스하고 발동한다. 필드 위에 앞면 표시로 존재하며, 릴리스한 몬스터의 공격력 이하의 수비력을 가진 몬스터를 전부 파괴한다.",,difference with printed version: http://www.tcgshop.co.kr/upload/goods/c68139_EXP1-KR008.jpg
,7338,,맘모 파슬,"이 카드가 전투에 의해서 상대 몬스터를 파괴하고 묘지로 보냈을 때, 상대 라이프에 400 포인트 데미지를 준다.",,difference with printed version: http://www.tcgshop.co.kr/upload/goods/c68168_EXP1-KR009.jpg
,7404,,킹 미스트,"이 카드를 일반 소환할 경우, 릴리스 1장 또는 릴리스 없이 소환할 수 있다. 이 카드의 공격력은 어드밴스 소환시에 릴리스한 몬스터의 원래 공격력을 합한 수치가 된다. 이 카드가 필드위에 앞면 표시로 존재하는 한, 어떤 경우에 의한 릴리스도 실행할 수 없게 된다.",,difference with printed version: http://www.tcgshop.co.kr/upload/goods/c67535_ESP3-KR060.jpg
,7480,,검투수 옥타비우스,"이 카드가 ""검투수""라는 이름이 붙은 몬스터의 효과에 의해서 특수 소환에 성공했을 때, 마법 & 함정 카드 존에 세트된 카드 1장을 파괴한다. 이 카드가 전투를 실행한 배틀 페이즈 종료시에, 패를 1장 버리거나 이 카드를 덱으로 되돌린다.",,difference with printed version: http://www.tcgshop.co.kr/upload/goods/c68317_EXP1-KR013.jpg
,7484,,드래곤 아이스,"상대가 몬스터의 특수 소환에 성공했을 때, 자신의 패를 1장 버리는 것으로, 이 카드를 패 또는 묘지에서 특수 소환한다. ""드래곤 아이스""는 필드 위에 1장밖에 앞면 표시로 존재할 수 없다.",,difference with printed version: http://www.tcgshop.co.kr/upload/goods/c68522_EXP1-KR017.jpg
,7485,,텅 트위스터,"어드밴스 소환한 이 카드가 필드 위에서 묘지로 보내졌을 때, 자신의 덱에서 카드를 2장 드로우한다. 이 효과를 발동했을 경우, 이 카드를 게임에서 제외한다.",,difference with printed version: http://www.tcgshop.co.kr/upload/goods/c68553_EXP1-KR018.jpg
,7487,,화염 제왕 근위병,"이 카드가 일반 소환에 성공했을 때, 자신의 묘지에 존재하는 화염족 몬스터 4장을선택하고 발동한다.선택한 몬스터를 덱으로 되돌리고, 자신의 덱에서 카드를 2장 드로우한다.",,difference with printed version: http://www.tcgshop.co.kr/upload/goods/c68665_EXP1-KR020.jpg
,7488,,칠흑의 장막,"자신의 드로우 페이즈에 드로우한 카드가 어둠 속성 몬스터였을 경우, 그 카드를 상대에게 보여주는 것으로, 그 카드를 묘지로 보낸다. 그 후, 자신의 덱에서 카드를 1장 드로우할 수 있다.",,difference with printed version: http://www.tcgshop.co.kr/upload/goods/c68709_EXP1-KR021.jpg
,7489,,시큐리티 볼,"상대 몬스터의 공격 선언시에 발동할 수 있다. 그 공격 몬스터 1장의 표시 형식을 변경한다. 상대의 마법 / 함정 카드의 효과에 의해서, 세트된 이 카드가 파괴되어 묘지로 보내졌을 때, 필드 위에 존재하는 몬스터 1장을 선택하고 파괴한다.",,difference with printed version: http://www.tcgshop.co.kr/upload/goods/c68743_EXP1-KR022.jpg
,7804,,붉은 도깨비,"이 카드가 일반 소환에 성공했을 때, 자신의 패를 임의의 매수만큼 묘지로 보내는 것으로, 그 매수만큼만 필드 위의 카드를 주인의 패로 되돌린다.",,"difference with printed version: http://www.tcgshop.co.kr/upload/goods/c10062_PP04-KR005.jpg, http://www.tcgshop.co.kr/upload/goods/c10099_PP04-KR005_SC.jpg"
,8087,,초마신 이도,"이 카드가 카드의 효과에 의해서 파괴되어 묘지로 보내졌을 경우, 다음 턴의 스텐바이 페이즈시에 이 카드를 묘지에서 특수 소환하고, 이 카드 이외의 자신 필드 위에 존재하는 몬스터를 전부 파괴한다. 이 카드가 필드 위에 앞면 표시로 존재하는 한, 자신은 몬스터를 일반 소환 / 세트 / 반전 소환 / 특수 소환할 수 없다. ""초마신 이도""는 자신 필드 위에 1장밖에 앞면 표시로 존재할 수 없다.",,difference with printed version: http://www.tcgshop.co.kr/upload/goods/c28750_PP05-KR003.jpg
,8091,,스타더스트 드래곤 / 버스터,"이 카드는 일반 소환 / 세트할 수 없다. ""버스터 모드""의 효과 및 이 카드의 효과로만 특수 소환할 수 있다. 마법 / 함정 / 효과 몬스터의 효과가 발동했을 때, 이 카드를 릴리스하는 것으로 그 발동을 무효로 하고 파괴한다. 이 효과를 적용한 턴의 엔드 페이즈시, 이 효과를 발동하기 위해 릴리스되어 묘지에 존재하는 이 카드를 자신 필드 위에 특수 소환할 수 있다. 또한, 필드 위에 존재하는 이 카드가 파괴되었을 때, 자신의 묘지에 존재하는 ""스타더스트 드래곤"" 1장을 특수 소환할 수 있다.",,difference with printed version: http://www.tcgshop.co.kr/upload/goods/c29037_DP09-KR001.jpg
,8604,,원헌드레드 아이 드래곤,"어둠 속성 튜너 + 튜너 이외의 악마족 몬스터 1장 이상1턴에 1번, 자신의 묘지에 존재하는 레벨 6 이하의 어둠 속성의 효과 몬스터 1장을 게임에서 제외하고 발동할 수 있다. 이 카드는 이 턴의 엔드 페이즈시까지, 이 효과를 발동하기 위해 게임에서 제외한 효과 몬스터와 같은 이름의 카드로 취급하고, 같은 효과를 얻는다. 또한, 이 카드가 파괴되어 묘지로 보내졌을 때, 자신의 덱에서 ""지박신""이라는 이름이 붙은 몬스터 1장을 패에 넣는다.",,difference with printed version: http://www.tcgshop.co.kr/upload/goods/c82433_PP06-KR015.jpg
,9016,,스카아 워리어,"튜너 ＋ 튜너 이외의 몬스터 1장 이상이 카드가 필드 위에 앞면 표시로 존재하는 한, 상대는 앞면 표시로 존재하는 다른 전사족 몬스터를 공격 대상으로 선택할 수 없다. 또한, 이 카드는 1턴에 1번만, 전투로는 파괴되지 않는다.",,difference with printed version: http://www.tcgshop.co.kr/upload/goods/c86184_PP06-KR028.jpg
,10566,,쿠로클로크로우,,,difference with printed version: http://www.tcgshop.co.kr/upload/goods/c90894_ST13-KR008.jpg
,11307,,얼음 제왕가신 에셔,,,difference with printed version: http://www.tcgshop.co.kr/upload/goods/c29530_SR01-KR013.jpg
,7790,,수신기왕 바르바로스￹Ur￺우르￻,,,ruby data
,7874,,￹D￺디포머￻·모바폰,,,ruby data
,7875,,￹D￺디포머￻·마그넨U,,,ruby data
,7876,,￹D￺디포머￻·토치,,,ruby data
,7877,,￹D￺디포머￻·라디카셋,,,ruby data
,7878,,￹D￺디포머￻·카메란,,,ruby data
,7879,,￹D￺디포머￻·라디온,,,ruby data
,7880,,￹D￺디포머￻·클락큰,,,ruby data
,7885,,￹C￺체인￻·리페어러,,,ruby data
,7886,,￹C￺체인￻·스네이크,,,ruby data
,7887,,￹C￺체인￻·슈터,,,ruby data
,7888,,￹C￺체인￻·코일,,,ruby data
,7899,,￹C￺체인￻·드래곤,,,ruby data
,7906,,￹D￺디포머￻·스피드 유닛,,,ruby data
,7907,,￹D￺디포머￻·코드,,,ruby data
,7908,,￹D￺디포머￻·파워 유닛,,,ruby data
,7927,,￹D￺디포머￻·게이저,,,ruby data
,8011,,￹BF￺블랙 페더￻－질풍의 게일,,,ruby data
,8012,,￹BF￺블랙 페더￻－흑창의 블래스트,,,ruby data
,8013,,￹BF￺블랙 페더￻－새벽의 시로코,,,ruby data
,8015,,￹D￺디포머￻·보든,,,ruby data
,8016,,￹D￺디포머￻·팟틴,,,ruby data
,8036,,￹BF￺블랙 페더￻－아머드 윙,,,ruby data
,8044,,￹D￺디포머￻·레트로 엔진,,,ruby data
,8045,,￹D￺디포머￻·필드,,,ruby data
,8067,,￹D￺디포머￻·베리어,,,ruby data
,8068,,브랜￹D￺디포머￻,,,ruby data
,8162,,￹BF￺블랙 페더￻－극북의 블리자드,,,ruby data
,8163,,￹BF￺블랙 페더￻－푸른 화염의 슈라,,,ruby data
,8164,,￹BF￺블랙 페더￻－달그림자의 카르트,,,ruby data
,8165,,￹BF￺블랙 페더￻－칠흑의 엘펜,,,ruby data
,8166,,￹D￺디포머￻·리모콘,,,ruby data
,8167,,￹D￺디포머￻·비디온,,,ruby data
,8168,,￹D￺디포머￻·스코픈,,,ruby data
,8171,,지박신 ￹Aslla￺아스라￻ ￹piscu￺피스크￻,,,ruby data
,8172,,지박신 ￹Ccapac￺코카파크￻ ￹Apu￺아프￻,,,ruby data
,8193,,￹BF￺블랙 페더￻－암즈 윙,,,ruby data
,8206,,￹D￺디포머￻·리페어유니트,,,ruby data
,8224,,￹D￺디포머￻·바인드,,,ruby data
,8295,,￹BF￺블랙 페더￻－은의 방패 미스트랄,,,ruby data
,8296,,￹BF￺블랙 페더￻－대패의 바유,,,ruby data
,8297,,￹BF￺블랙 페더￻－쇠사슬의 푄,,,ruby data
,8298,,￹D￺디포머￻·마그넨￹I￺아이￻,,,ruby data
,8307,,지박신 ￹Cusillu￺쿠시르￻,,,ruby data
,8308,,지박신 ￹Chacu￺챠크￻ ￹Challhua￺챠루아￻,,,ruby data
,8326,,￹XX￺더블 엑스￻－세이버 폴트롤,,,ruby data
,8327,,￹XX￺더블 엑스￻－세이버 레이지그라,,,ruby data
,8334,,￹XX￺더블 엑스￻－세이버 가톰즈,,,ruby data
,8459,,지박신 ￹Ccarayhua￺코카라이아￻,,,ruby data
,8460,,지박신 ￹Uru￺우르￻,,,ruby data
,8461,,지박신 ￹Wiraqocha￺위라코챠￻ ￹Rasca￺라스카￻,,,ruby data
,8476,,￹BF￺블랙 페더￻－고고한 실버 윈드,,,ruby data
,8521,,￹XX￺더블 엑스￻－세이버 가르드스트라이크,,,ruby data
,8522,,￹XX￺더블 엑스￻－세이버 풀헴나이트,,,ruby data
,8592,,엘리멘틀 히어로 ￹Great￺그레이트￻ ￹TORNADO￺토네이도￻,,,ruby data
,8637,,￹XX￺더블 엑스￻－세이버 가르셈,,,ruby data
,8655,,￹XX￺더블 엑스￻－세이버 휸레이,,,ruby data
,8753,,￹XX￺더블 엑스￻－세이버 에머즈블레이드,,,ruby data
,8777,,￹BF￺블랙 페더￻－열풍의 기브리,,,ruby data
,8778,,￹BF￺블랙 페더￻－역풍의 거스트,,,ruby data
,8779,,￹BF￺블랙 페더￻－미풍의 브리즈,,,ruby data
,8793,,￹D￺디포머￻·크리넌,,,ruby data
,8839,,￹BF￺블랙 페더￻－백 플래시,,,ruby data
,8840,,￹BF￺블랙 페더￻－앵커,,,ruby data
,8850,,￹D￺디포머￻·스크램블,,,ruby data
,8864,,￹Sin￺신￻ 푸른 눈의 백룡,,,ruby data
,8865,,￹Sin￺신￻ 스타더스트 드래곤,,,ruby data
,8867,,￹Sin￺신￻ 패러독스 드래곤,,,ruby data
,8892,,￹Sin￺신￻ 붉은 눈의 흑룡,,,ruby data
,9030,,￹XX￺더블 엑스￻－세이버 보가트 나이트,,,ruby data
,9031,,￹XX￺더블 엑스￻－세이버 다크 소울,,,ruby data
,9041,,￹Sin￺신￻ 사이버 엔드 드래곤,,,ruby data
,9042,,￹Sin￺신￻ 트루스 드래곤,,,ruby data
,9043,,￹Sin￺신￻ 패러렐 기어,,,ruby data
,9044,,￹Sin￺신￻ 레인보우 드래곤,,,ruby data
,9092,,￹BF￺블랙 페더￻－두 칼의 에테지아,,,ruby data
,9093,,￹BF￺블랙 페더￻－극광의 오로라,,,ruby data
,9094,,￹BF￺블랙 페더￻－격진의 아브로오로스,,,ruby data
,9145,,￹BF￺블랙 페더￻－마인,,,ruby data
,9232,,￹Sin￺신￻ 월드,,,ruby data
,9233,,￹Sin￺신￻ 클로 스트림,,,ruby data
,9242,,￹BF￺블랙 페더￻－여명의 코치,,,ruby data
,9243,,￹BF￺블랙 페더￻－창천의 제트,,,ruby data
,9244,,￹BF￺블랙 페더￻－정예의 제피로스,,,ruby data
,9298,,￹BF￺블랙 페더￻－첨예의 보라,,,ruby data
,9299,,￹BF￺블랙 페더￻－순풍의 아리제,,,ruby data
,9300,,￹BF￺블랙 페더￻－아지랑이의 컴,,,ruby data
,9332,,진 여섯 무사－￹Shi￺시￻ ￹En￺엔￻,,,ruby data
,9459,,￹BF￺블랙 페더￻－상현의 피나카,,,ruby data
,9460,,￹BF￺블랙 페더￻－잔야의 크리스,,,ruby data
,9461,,￹BF￺블랙 페더￻－백야의 글래디우스,,,ruby data
,9463,,￹BF T￺블랙 페더 테이머￻－칠흑의 호크 죠,,,ruby data
,9464,,￹BF￺블랙 페더￻－황성의 그램,,,ruby data
,9479,,￹BF￺블랙 페더￻－탱구바람 히렌,,,ruby data
,9480,,￹BF￺블랙 페더￻－방랑자 코가라시,,,ruby data
,9481,,￹D￺디포머￻·라이튼,,,ruby data
,9482,,￹D￺디포머￻·스태플랜,,,ruby data
,9487,,￹TG￺테크지너스￻ 사이버 매지션,,,ruby data
,9488,,￹TG￺테크지너스￻ 스트라이커,,,ruby data
,9489,,￹TG￺테크지너스￻ 제트 팔콘,,,ruby data
,9490,,￹TG￺테크지너스￻ 중강갑 드래곤,,,ruby data
,9491,,￹TG￺테크지너스￻ 워울프,,,ruby data
,9492,,￹TG￺테크지너스￻ 러시 라이노,,,ruby data
,9510,,￹TG￺테크지너스￻ 레시프로 드래곤 플라이,,,ruby data
,9511,,￹TG￺테크지너스￻ 원더 매지션,,,ruby data
,9512,,￹TG￺테크지너스￻ 파워 글래디에이터,,,ruby data
,9513,,￹TG￺테크지너스￻ 블레이드 건맨,,,"ruby data, difference with printed version: http://www.tcgshop.co.kr/upload/goods/c88685_EXVC-KR042UR.jpg"
,9514,,￹TG￺테크지너스￻ 할 버드 캐논,,,ruby data
,9554,,￹TG￺테크지너스￻ 하이퍼 라이브러리언,,,ruby data
,9874,,￹M.X￺미싱 엑스￻－세이버 인보커,,,ruby data
,9879,,￹ZW￺제알 웨폰￻－유니콘 킹 스피어,,,ruby data
,9914,,￹CNo.￺카오스 넘버즈￻39 유토피아 레이,,,ruby data
,10029,,카드카·￹D￺디￻,,,ruby data
,10072,,용￹마인￺魔人￻ 퀸 드라군,,,ruby data
,10125,,현￹마인￺魔人￻ 딩가딩가 리듬,,,ruby data
,10126,,큰북￹마인￺魔人￻ 템템템포,,,ruby data
,10127,,관￹마인￺魔人￻ 멜로멜로멜로디,,,ruby data
,10128,,교향￹마인￺魔人￻ 마에스트로크,,,ruby data
,10133,,￹ZW￺제알 웨폰￻－피닉스 보우,,,ruby data
,10135,,￹H·C￺히로익 챌린저￻ 스파르타스,,,ruby data
,10136,,￹H·C￺히로익 챌린저￻ 워 해머,,,ruby data
,10137,,￹H·C￺히로익 챌린저￻ 스워드 실드,,,ruby data
,10138,,￹H·C￺히로익 챌린저￻ 더블 랜스,,,ruby data
,10171,,￹H－C￺히로익 챔피언￻ 엑스칼리버,,,ruby data
